obs,time,elapsed,date,hhmmss,Ci(m),H2O_B,P_B,T_B,Dp_B, CO2R_DAC,H2OR_DAC,Flow_s+r,Flow_S+R,gtc*,gtc_mmol,rtc*-rtc,replicate,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,F:MN,F:SLP,F:SD,F:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
37,1556305946,7024,20190426 14:12:26,14:12:26,782.6952,14.86704,90.2255654,18.6691,11.2179,0.488090169,1.000684879,1288.298,2.282820024,-7.277086652,44.92562092,-22.39643107,,1556305938,0.00149348,2.736499421,406.6519355,333.4386002,28.09516319,34.26403687,0.072868957,2.519245847,0.071717956,0.044925621,12.36487382,25.60361826,24.99593548,3.178907163,43.7312993,1.472704167,3.367620424,1.706202996,-65.86245867,131.8503943,11.12435282,89.47716229,-0.048873588,0.054864884,3.9495057,4,1,1,0,60858.94324,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1048-20180822-17_14_39,793.2414231,2511.98,0.684216665,0.5,63.21350724,2.736499421,21.62586754,0.700093154,0.059109193,0.298406038,DARK-1049-20180822-17_14_41,753.36,1758.62,0.977322319,0.298854562,1.003000504,0.30431714,75.00394194,63.21350724,0.842802466,0.195604933,6,0.5,0: Broadleaf,1556305938,406.6519355,409.9957419,17.47832581,16.01095806,600.0034839,84.15889677,0.099983803,25.96672581,24.99593548,999.9,0,0,14004.58387,0,0.001537879,75.00394194,0.899945452,0.10005469,0,793.2143871,4.99974,581.9120323,590.9107742,37.81606452,41.86280645,39.83232258,41.903,41.022,63,7.006774194,0,150.0999999,793.2414231,2.969675208,3.459111068,582.0156538,15,1556305871,14:11:10,37,2.125,0.543,410,16,0.31,0.07,2.739692997,0.025232306,0.021462463,-1,-3.347038049,3.42857E-05,0.022283596,1,793.0545294,3.060445701,0.3416444,-1,1.465386098,0.036267596,0.003666011,1,2,2,2/2,1.86356,1.85838,1.86965,1.86691,1.86651,1.86473,1.86309,1.86739,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.125,0.543,2,626.732,661.566,24.4329,27.0315,30,26.9089,26.9467,26.7395,47.4262,0,24.4316,410,16,101.735,138.029
38,1556306097,7174.5,20190426 14:14:56,14:14:56,782.6868,14.86696,90.2257208,18.669,11.21796,0.976212903,1.000419153,1289.43,2.284788693,112.6584545,43.17681678,-23.15170085,,1556306089,0.001441573,3.660946229,815.1827742,705.015215,59.40204279,68.68436454,0.069995244,2.518588731,0.068932249,0.043176817,12.36560317,25.60531787,25.0093,3.181441013,43.62748109,1.468012274,3.364879745,1.713428739,-63.57337526,128.1336782,10.81356749,87.73947363,-0.048853607,0.054842453,3.948263847,4,1,1,0,60839.63478,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1050-20180822-17_17_10,786.8710385,2542.51,0.690514083,0.5,63.21718602,3.660946229,21.82617862,0.711426897,0.0737291,0.282815014,DARK-1051-20180822-17_17_12,733.7,1808.81,0.970604409,0.284452919,1.006600459,0.291922628,75.0083,63.21718602,0.842802544,0.195605087,6,0.5,0: Broadleaf,1556306089,815.1827742,820.0188387,17.42315484,16.00670645,600.0033871,84.15639677,0.100001561,25.95297097,25.0093,999.9,0,0,13999.27419,0,0.001534797,75.0083,0.899946065,0.100054077,0,786.8548065,4.99974,599.3067742,590.9475161,37.81606452,41.81606452,39.81606452,41.891,41.008,63.00419355,7.007419355,0,150,786.8710385,3.050700847,4.346358945,599.2538846,15,1556306024,14:13:43,38,2.777,0.542,820,16,0.56,0.06,3.667884908,-0.017019847,0.030467035,-1,-4.846649512,0.123528711,0.033005075,1,786.7035882,3.159030392,0.356322319,-1,1.420127317,-0.089644808,0.008857652,1,2,2,2/2,1.86354,1.85837,1.86966,1.8669,1.86652,1.8647,1.86309,1.86739,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.777,0.542,2,626.594,662.836,24.2655,27.0252,30.0001,26.9066,26.9439,46.421,47.4262,0,24.2604,820,16,101.741,138.03
39,1556306398,7475.4,20190426 14:19:57,14:19:57,782.6952,14.86696,90.2249438,18.6691,11.2179,0.48810192,0.998464919,1287.868,2.281835785,-4.50104266,36.39734486,-27.6967023,,1556306390,0.001227569,1.687339721,407.8176774,348.7012953,29.38121563,34.36230172,0.05888268,2.51922098,0.058128644,0.036397345,8.233818377,25.62642708,24.99260645,3.178276269,43.06287077,1.447729376,3.361897037,1.730546892,-54.1357938,128.3984841,10.83147152,93.32798023,-0.048872831,0.054864035,3.949458703,4,1,1,0,60863.97463,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1052-20180822-17_22_11,786.1143077,2615.07,0.699390721,0.5,42.13991226,1.687339721,14.73613181,0.709529764,0.06377184,0.247220916,DARK-1053-20180822-17_22_13,759.6,1855.47,0.985710193,0.258396384,1.006753376,0.262464856,50.00605484,42.13991226,0.842696197,0.195392395,6,0.5,0: Broadleaf,1556306390,407.8176774,410.0056129,17.1819,15.97543871,600.0078387,84.15900968,0.09997079,25.93799032,24.99260645,999.9,0,0,14004.34839,0,0.00157826,50.00605484,0.900070355,0.099929452,0,786.1401935,4.99974,379.1893548,379.9132903,37.61077419,41.71545161,39.633,41.808,40.81606452,40.50870968,4.493870968,0,300,786.1143077,0.001230767,12.40940168,379.2068846,15,1556306174,14:16:13,39,2.095,0.542,410,16,0.35,0.06,1.681043538,0.064934949,0.024653008,-1,-2.18325,-0.016540767,0.024617899,1,786.0912647,0.64319369,0.227051472,-1,1.206163171,0.006999303,0.000977232,1,2,2,2/2,1.86356,1.85837,1.86965,1.86691,1.86647,1.86476,1.8631,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.095,0.542,2,626.343,661.525,24.3955,27.0321,30.0001,26.9112,26.9467,26.737,47.4262,0,24.4037,410,16,101.739,138.022
40,1556306548,7625.9,20190426 14:22:28,14:22:28,782.6952,14.86704,90.22541,18.6691,11.21784,0.244035791,0.998239919,1287.308,2.280832482,-1.470813139,36.92319172,-27.76314515,,1556306540,0.001245394,0.851321932,203.8848065,174.4477905,14.69901109,17.17938085,0.059743067,2.518825619,0.05896687,0.036923192,8.231473098,25.62419489,24.99981935,3.179643345,43.0903715,1.448925339,3.362526913,1.730718007,-54.92189356,127.8285831,10.78565052,91.92381314,-0.048860809,0.054850538,3.948711508,4,1,1,0,60850.2712,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1054-20180822-17_24_41,805.7533462,2574.72,0.68705205,0.5,42.12686547,0.851321932,14.47167464,0.687950534,0.043946349,0.266766872,DARK-1055-20180822-17_24_43,803.44,1771.28,0.998693969,0.279419721,0.995850861,0.278846073,49.99042903,42.12686547,0.842698618,0.195397237,6,0.5,0: Broadleaf,1556306540,203.8848065,204.9900645,17.19583871,15.97183871,599.9896129,84.16030968,0.099921126,25.94115484,24.99981935,999.9,0,0,14000.6871,0,0.00152894,49.99042903,0.900029129,0.09997071,0,805.761,4.99974,403.6616774,379.7777742,37.56606452,41.687,39.625,41.75,40.81809677,40.49322581,4.496774194,0,149.8,805.7533462,-2.943897429,10.82188032,403.7653077,15,1556306478,14:21:18,40,1.866,0.547,205,16,0.23,0.1,0.854417136,-0.066725035,0.017944893,-1,-1.106301951,0.027107247,0.016670434,1,805.9468529,-3.576964776,0.393649675,-1,1.222851951,0.02899547,0.002887731,1,2,2,2/2,1.86356,1.85838,1.86964,1.86691,1.8665,1.86468,1.8631,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.866,0.547,2,626.487,660.821,24.359,27.0367,30.0001,26.9157,26.9535,15.3603,47.4262,0,24.3609,205,16,101.744,138.022
41,1556306699,7776.4,20190426 14:24:58,14:24:58,782.6952,14.86696,90.2258762,18.669,11.21796,0.488112558,0.997786492,1288.106,2.282207837,-4.38929983,40.15459217,-25.13157864,,1556306691,0.001347088,1.645440784,407.8197419,354.0624567,29.83515869,34.36502936,0.065035584,2.519154765,0.064117031,0.040154592,8.236761949,25.60621869,24.99386129,3.178514064,43.29308795,1.456809584,3.364993472,1.72170448,-59.406569,130.3367924,10.99620239,90.16318774,-0.048870818,0.054861774,3.949333558,4,1,1,0,60859.14208,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1056-20180822-17_27_12,785.6286154,2635.13,0.701863432,0.5,42.15349152,1.645440784,14.79299711,0.711596771,0.062757335,0.237726412,DARK-1057-20180822-17_27_14,759.98,1875.15,0.986321833,0.250416735,1.006944049,0.254320934,50.02196452,42.15349152,0.842699641,0.195399281,6,0.5,0: Broadleaf,1556306691,407.8197419,410.0145484,17.28838065,15.96458387,600.0009032,84.16521613,0.100026148,25.95354194,24.99386129,999.9,0,0,14002.73871,0,0.00152894,50.02196452,0.900049742,0.099950081,0,785.5833871,4.99974,384.5921935,380.0457419,37.57622581,41.655,39.625,41.74187097,40.81612903,40.52322581,4.501612903,0,150,785.6286154,2.822564103,1.656717923,384.5985,15,1556306625,14:23:45,41,2.153,0.544,410,16,0.23,0.09,1.650846645,-0.059151606,0.023108925,-1,-2.198201463,0.081109338,0.024583,1,785.4909412,2.379180051,0.303113446,-1,1.322064146,0.038244251,0.003851895,1,2,2,2/2,1.86356,1.85837,1.86966,1.8669,1.86653,1.86468,1.8631,1.86738,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.153,0.544,2,626.72,661.386,24.4697,27.0384,30,26.918,26.9558,26.7439,47.4262,0,24.4708,410,16,101.741,138.022
42,1556306849,7926.9,20190426 14:27:29,14:27:29,782.6952,14.86712,90.2255654,18.6689,11.21796,0.976203687,0.997749798,1289.347,2.284273554,65.24190781,39.29983786,-25.43007003,,1556306841,0.001321656,2.219341975,816.7123226,734.1622711,61.86674595,68.82311413,0.063634696,2.518824941,0.062754886,0.039299838,8.231910063,25.60813318,25.00511935,3.180648193,43.24519967,1.454713894,3.36387369,1.725934299,-58.28504702,128.0274225,10.80308574,88.77737128,-0.048860788,0.054850515,3.948710227,4,1,1,0,60849.58653,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1058-20180822-17_29_42,782.7142692,2663.92,0.706179514,0.5,42.1284181,2.219341975,14.87511291,0.719556143,0.076417348,0.22434983,DARK-1059-20180822-17_29_44,747.08,1916.84,0.981409889,0.237682393,1.008399087,0.242632824,49.99217742,42.1284181,0.842700204,0.195400407,6,0.5,0: Broadleaf,1556306841,816.7123226,820.0110968,17.26284516,15.96399677,599.9965161,84.16853548,0.099954448,25.94791935,25.00511935,999.9,0,0,13999.3129,0,0.001593673,49.99217742,0.900008516,0.099991339,0,782.6627419,4.99974,386.1971613,379.7904194,37.56809677,41.675,39.625,41.69919355,40.81606452,40.49322581,4.499677419,0,150.0999999,782.7142692,2.480991443,3.53514525,386.3546538,15,1556306770,14:26:10,42,2.811,0.542,820,16,0.32,0.06,2.22583889,-0.122515242,0.033476307,-1,-3.30258878,0.093932613,0.030746309,1,782.5922647,2.568095666,0.307486997,-1,1.301671707,-0.068049826,0.006753526,1,2,2,2/2,1.86356,1.85839,1.86966,1.86689,1.86651,1.86468,1.8631,1.8674,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.811,0.542,2,626.594,662.753,24.3361,27.0298,30,26.9135,26.949,46.4199,47.4262,0,24.335,820,16,101.748,138.023
43,1556307150,8227.4,20190426 14:32:29,14:32:29,782.691,14.86696,90.2255654,18.6691,11.2179,0.488091321,0.997012903,1288.041,2.28194685,-1.269451464,31.14594899,-32.894646,,1556307142,0.001061593,0.474270671,409.0881613,380.406054,32.056394,34.4734032,0.050306649,2.518641566,0.049755027,0.031145949,4.104017922,25.65747965,25.00693548,3.180992584,42.5774733,1.432212765,3.36378055,1.748779818,-46.81625268,127.7079864,10.77698888,95.77274055,-0.048855213,0.054844256,3.948363691,4,1,1,0,60843.60263,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1060-20180822-17_34_43,778.3694231,2730.25,0.714909102,0.5,21.06676703,0.474270671,7.530411754,0.720912004,0.069980869,0.19460489,DARK-1061-20180822-17_34_45,761.98,1968.27,0.991673184,0.21256286,1.010359748,0.215704296,25.00788387,21.06676703,0.842405025,0.194810049,6,0.5,0: Broadleaf,1556307142,409.0881613,409.9967097,16.99574839,15.95220645,600.0049032,84.16888065,0.1000043,25.94745161,25.00693548,999.9,0,0,13997.65806,0,0.001552367,25.00788387,0.89979871,0.100201458,0,778.3712581,4.99974,178.7551935,168.8842258,37.383,41.5863871,39.47358065,41.651,40.659,18.00354839,2.00483871,0,300.0999999,778.3694231,0.46485469,-13.58823932,178.5959231,15,1556306924,14:28:43,43,2.112,0.542,410,16,0.23,0.06,0.476315012,-0.065253271,0.02804283,-1,-0.906829951,-2.58815E-05,0.025718663,1,778.2913824,1.116925612,0.247939392,-1,1.043910488,-0.007423066,0.001105538,1,2,2,2/2,1.86355,1.85837,1.86965,1.86691,1.86651,1.86466,1.86309,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.112,0.542,2,626.475,661.566,24.3927,27.0206,30,26.9044,26.9399,26.7385,47.4262,0,24.3822,410,16,101.751,138.019
44,1556307300,8377.9,20190426 14:35:00,14:35:00,782.6952,14.86696,90.2249438,18.6691,11.21772,0.244041782,0.999968548,1287.479,2.280746416,-0.215598728,30.54697324,-37.37471391,,1556307292,0.001038032,0.124624078,204.6580323,193.8080439,16.33212334,17.24644736,0.049330164,2.518775898,0.048799655,0.030546973,4.102639918,25.64014578,24.9897129,3.177727993,42.6998305,1.434256368,3.358927545,1.743471624,-45.77720196,126.741912,10.69265697,95.76000695,-0.048859297,0.054848841,3.948617546,4,1,1,0,60853.10228,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1062-20180822-17_37_13,788.0259231,2729.42,0.711284477,0.5,21.05924778,0.124624078,7.489558022,0.715734478,0.053402861,0.194968162,DARK-1063-20180822-17_37_15,775.88,1953.54,0.993782608,0.214085425,1.005363519,0.216041257,24.99889677,21.05924778,0.842407086,0.194814172,6,0.5,0: Broadleaf,1556307292,204.6580323,204.9950968,17.01985806,15.99949677,600.0019677,84.16957419,0.100010374,25.92306452,24.9897129,999.9,0,0,13998.7129,0,0.00152894,24.99889677,0.899705677,0.100294465,0,788.0670323,4.99974,174.186871,168.8046129,37.385,41.546,39.44106452,41.641,40.64906452,17.99322581,2.005806452,0,150.0999999,788.0259231,-3.91411964,-2.7825299,174.3628846,15,1556307225,14:33:45,44,1.855,0.545,205,16,0.77,0.06,0.124355977,0.020416217,0.027269365,-1,-0.339282902,-0.001585024,0.027600168,1,788.2405,-4.300318975,0.472241355,-1,1.01952,0.019530314,0.00203239,1,2,2,2/2,1.86356,1.85837,1.86962,1.86691,1.86647,1.86475,1.86308,1.86739,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.855,0.545,2,626.481,660.998,24.4243,27.0161,30.0001,26.8999,26.9375,15.3631,47.1548,0,24.4267,205,16,101.748,138.018
45,1556307451,8528.4,20190426 14:37:30,14:37:30,782.6952,14.86696,90.2249438,18.6689,11.21772,0.488104724,0.999327621,1288.303,2.282634398,-1.284899206,32.75859085,-31.30461476,,1556307443,0.001110306,0.480065956,409.0737097,381.0293432,32.10501563,34.46799591,0.052937551,2.517807068,0.052326902,0.032758591,4.101119121,25.63557448,24.99143548,3.178054381,42.80304154,1.439186285,3.362345837,1.738868096,-48.96448228,128.7914395,10.87078115,94.7988575,-0.048829847,0.054815781,3.946786874,4,1,1,0,60816.38098,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1064-20180822-17_39_44,779.8783077,2753.02,0.716718982,0.5,21.05173539,0.480065956,7.54408918,0.72475318,0.070306126,0.184724412,DARK-1065-20180822-17_39_46,757.76,1995.26,0.988914574,0.20311046,1.009467113,0.206460174,24.99001935,21.05173539,0.842405726,0.194811451,6,0.5,0: Broadleaf,1556307443,409.0737097,410.0079677,17.08057742,15.98924194,600.0030645,84.15861613,0.100027477,25.94024516,24.99143548,999.9,0,0,13992.09677,0,0.001676898,24.99001935,0.899705677,0.100294465,0,779.8618065,4.99974,172.6129032,168.7296774,37.32012903,41.4613871,39.375,41.56606452,40.57622581,17.98516129,2.003870968,0,149.6000001,779.8783077,0.892376062,2.581572665,172.6596538,15,1556307375,14:36:15,45,2.171,0.544,410,16,0.29,0.09,0.481441827,0.137730629,0.034305255,-1,-0.938505561,-0.095172564,0.033354714,1,779.9027059,0.215266809,0.185890785,-1,1.090072439,0.025125993,0.002557446,1,2,2,2/2,1.86356,1.85837,1.86962,1.86689,1.86647,1.8647,1.86309,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.171,0.544,2,626.833,661.47,24.492,27.0161,30.0001,26.8976,26.9354,26.7455,47.1548,0,24.4941,410,16,101.751,138.016
46,1556307601,8678.9,20190426 14:40:01,14:40:01,782.6952,14.86696,90.2250992,18.669,11.21784,0.976222158,0.999026613,1288.968,2.284113744,22.67758499,30.99183243,-32.22246938,,1556307593,0.001055244,0.808664246,818.3543871,765.3005596,64.4754193,68.94512434,0.05005551,2.51790419,0.049509192,0.030991832,4.102499643,25.65533029,25.00463226,3.180555831,42.64218275,1.434053127,3.362991841,1.746502704,-46.53625456,127.4455233,10.75765102,95.76941945,-0.048832799,0.054819094,3.946970375,4,1,1,0,60818.07193,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1066-20180822-17_42_14,780.6866538,2767.65,0.717924357,0.5,21.05850088,0.808664246,7.559205348,0.727335465,0.085887607,0.178461872,DARK-1067-20180822-17_42_16,754.64,2013.01,0.987060842,0.197021855,1.0089863,0.200520714,24.99800645,21.05850088,0.84240721,0.19481442,6,0.5,0: Broadleaf,1556307593,818.3543871,820.0266129,17.02170645,15.98442581,600.0006774,84.14843548,0.100058113,25.94349032,25.00463226,999.9,0,0,13994.63548,0,0.001693544,24.99800645,0.899659161,0.100340968,0,780.6878387,4.99974,175.0181613,168.7953548,37.27,41.421,39.32419355,41.5,40.562,17.99193548,2.005806452,0,149.8999999,780.6866538,0.603247854,3.254940184,175.1899615,15,1556307519,14:38:39,46,2.851,0.543,820,16,0.5,0.07,0.793598721,0.250503178,0.040853057,-1,-1.667841951,-0.101336237,0.030564372,1,780.7009118,-0.168689772,0.192078931,-1,1.04031561,-0.073158606,0.007236522,1,2,2,2/2,1.86356,1.85837,1.86964,1.8669,1.86648,1.86467,1.8631,1.86738,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.851,0.543,2,626.443,662.525,24.4095,27.0092,30.0001,26.8931,26.9286,46.4172,47.1548,0,24.4105,820,16,101.755,138.022
47,1556309690,10767.9,20190426 15:14:50,15:14:50,782.6952,14.86696,90.2247884,18.669,11.21778,0.488091475,1.00298871,1289.878,2.284485271,-43.42842851,107.9052406,-9.290416877,,1556309682,0.003266468,16.97863299,391.7385484,225.0552487,18.95532554,32.99426142,0.178452567,2.518433691,0.171713553,0.107905241,121.9226433,25.54838707,24.99115806,3.178001815,48.91918294,1.621454291,3.31455718,1.556547524,-144.0512323,96.0599615,8.096169576,82.02754204,-0.048848893,0.054837162,3.947970874,3,0,1,0,60883.55404,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1068-20180822-18_17_03,924.3212308,1630.27,0.433025676,0.5,631.200404,16.97863299,136.6629909,0.588203181,0.028483241,1.000631797,DARK-1069-20180822-18_17_05,671.34,958.93,0.73618384,0.629789633,0.848611451,0.66227211,750.0183226,631.200404,0.841579979,0.193159958,6,0.5,0: Broadleaf,1556309682,391.7385484,409.9968387,19.2514129,16.04781935,599.9981613,84.12522903,0.099980761,25.69865806,24.99115806,999.9,0,0,14003.10968,0,0.001723136,750.0183226,0.946985387,0.053014494,0,924.1748065,4.99974,6947.188065,6361.123226,40.278,43.183,41.75,43.062,42.94919355,705.5219355,39.50064516,0,2088.6,924.3212308,13.50577778,98.98461549,6948.012308,15,1556309590,15:13:10,47,2.173,0.537,410,16,0.09,0.03,16.94589736,0.367834399,0.05194136,-1,-18.2288439,-0.430789547,0.053556681,1,923.4803235,13.61360664,1.351972366,-1,3.19323,0.228817003,0.027234746,0,1,2,1/2,1.86356,1.85837,1.86963,1.8669,1.86646,1.86464,1.86306,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.173,0.537,2,628.144,661.734,23.5476,26.9066,30,26.7937,26.8311,26.7371,46.3326,0,23.5472,410,16,101.777,138.018
48,1556309841,10918.4,20190426 15:17:20,15:17:20,782.6952,14.86696,90.2247884,18.6689,11.21766,0.357133564,1.002259879,1290.003,2.28509924,-26.03112042,124.431314,-8.074977802,,1556309833,0.003686098,12.92930836,286.0086129,175.2690789,14.76211756,24.08920497,0.206847076,2.517770848,0.197848756,0.124431314,121.917951,25.47485354,24.99736452,3.179178017,49.77735265,1.655015751,3.324836824,1.524162266,-162.5569168,102.280819,8.625283154,70.2671364,-0.048828746,0.054814545,3.946718443,2,0,1,0,60850.84391,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1070-20180822-18_19_34,872.5151538,1457.92,0.401534272,0.5,631.1779582,12.92930836,126.719791,0.552375988,0.02206875,1.237139212,DARK-1071-20180822-18_19_36,652.6,805.32,0.726922026,0.691326462,0.887599808,0.732242439,749.9919032,631.1779582,0.841579696,0.193159393,6,0.5,0: Broadleaf,1556309833,286.0086129,299.9921935,19.64982903,16.03615806,599.9992903,84.12547419,0.099978774,25.75088065,24.99736452,999.9,0,0,13997.29355,0,0.001741322,749.9919032,0.946989452,0.053010526,0,872.4349677,4.99974,6561.24129,6360.903548,40.433,43.288,41.875,43.171,43.0863871,705.4993548,39.49193548,0,150.1000001,872.5151538,4.783863235,35.99384609,6561.675385,15,1556309769,15:16:09,48,2.026,0.542,300,16,0.13,0.02,12.92097609,0.162564312,0.026349475,-1,-13.97419512,-0.267315679,0.031585934,1,872.2773824,4.747974199,0.503580475,-1,3.606845854,0.15999993,0.015791234,0,1,2,1/2,1.86356,1.85837,1.86961,1.86689,1.86646,1.86464,1.86303,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.026,0.542,2,628.647,661.356,23.5535,26.9043,30,26.7914,26.8289,20.8073,46.3326,0,23.5413,300,16,101.776,138.019
49,1556309991,11068.9,20190426 15:19:51,15:19:51,782.691,14.86696,90.2247884,18.6683,11.21766,0.244058487,1.000614516,1289.801,2.285029077,-14.76741627,141.744206,-7.122678743,,1556309983,0.00410385,8.670763252,195.5359355,129.6564619,10.92052506,16.4693302,0.236905809,2.518001371,0.225182884,0.141744206,121.9220385,25.39146458,24.99030968,3.177841064,50.61965162,1.687182746,3.333058787,1.490658318,-180.9797875,108.9042979,9.184596526,59.0311454,-0.048835752,0.05482241,3.947153988,2,0,1,0,60850.13722,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1072-20180822-18_22_04,835.6308077,1303.61,0.358987114,0.5,631.1996921,8.670763252,113.2962781,0.507245265,0.015321242,1.501952271,DARK-1073-20180822-18_22_06,642.36,661.25,0.707719005,0.74753838,0.926275246,0.794888923,750.0178065,631.1996921,0.841579609,0.193159217,6,0.5,0: Broadleaf,1556309983,195.5359355,205.009129,20.03146774,16.00983226,600.0012581,84.12660968,0.100006571,25.79254839,24.99030968,999.9,0,0,13999.1129,0,0.001864623,750.0178065,0.946996903,0.053003252,0,835.6755161,4.99974,6279.756129,6361.136452,40.554,43.391,42,43.25,43.20325806,705.5293548,39.49129032,0,149.9000001,835.6308077,-0.663282047,-5.354529889,6279.764615,15,1556309920,15:18:40,49,1.899,0.541,205,16,0.11,0.02,8.657542269,0.182229963,0.03025067,-1,-9.462722927,-0.191852613,0.030553001,1,835.7140294,-0.933562058,0.223096719,-1,4.013574146,0.157497909,0.015553278,0,1,2,1/2,1.86355,1.85837,1.86961,1.86683,1.86646,1.86466,1.86303,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.899,0.541,2,629.024,660.777,23.6539,26.9043,30.0002,26.7914,26.8289,15.3672,46.3326,0,23.6558,205,16,101.775,138.015
50,1556310142,11219.4,20190426 15:22:21,15:22:21,782.6952,14.86696,90.2249438,18.669,11.21766,0.119036002,0.999466129,1289.507,2.284712435,-4.484997126,156.9474129,-6.594526488,,1556310134,0.004459903,3.077663044,96.48226452,74.44417759,6.270359491,8.126605768,0.263572697,2.517838374,0.249147506,0.156947413,121.9208954,25.32005427,24.99591613,3.178903495,51.34539214,1.714950766,3.340028569,1.463952729,-196.6817269,112.9213328,9.52595289,47.68645426,-0.048830798,0.054816849,3.946846022,2,0,1,0,60837.73736,0,798.3830769,3261.57,2463.186923,0.755215103,-1,MPF-1074-20180822-18_24_35,836.9533462,1192.21,0.297981609,0.5,631.1946262,3.077663044,94.0421951,0.460732589,0.006460231,1.735734476,DARK-1075-20180822-18_24_37,642.92,549.29,0.646756092,0.790239245,0.902062894,0.840114886,750.0119032,631.1946262,0.841579478,0.193158957,6,0.5,0: Broadleaf,1556310134,96.48226452,99.99024194,20.36057097,15.99145806,599.9978065,84.12900968,0.100001832,25.8278,24.99591613,999.9,0,0,13997.29355,0,0.001566855,750.0119032,0.94700029,0.052999945,0,837.0097742,4.99974,6286.862903,6361.09,40.633,43.5,42.10874194,43.32825806,43.312,705.5274194,39.48774194,0,150.1000001,836.9533462,-2.701025642,-22.92307694,6286.633077,15,1556310074,15:21:13,50,1.702,0.541,100,16,0.23,0.02,3.076366591,-0.050489635,0.034470544,-1,-3.507932195,0.033010871,0.036716019,1,837.1065294,-2.828859897,0.330007508,-1,4.364037317,0.121185784,0.012011804,0,1,2,1/2,1.86356,1.85837,1.86961,1.8669,1.86647,1.86463,1.86304,1.86737,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.702,0.541,2,629.15,660.357,23.6297,26.9111,30.0001,26.796,26.8334,9.04719,46.3326,0,23.6342,100,16,101.779,138.012
